student_id,sequence
2436,"['technical_environment_home', 'prerequisite_techenv', 'documentation_docker', 'practice_docker', 'technical_environment_home', 'prerequisite_techenv', 'documentation_programming', 'practice_spring', 'technical_environment_home', 'prerequisite_techenv', 'documentation_docker', 'practice_docker', 'technical_environment_home', 'prerequisite_techenv', 'practice_postgresql', 'documentation_rdbms', 'web_architecture_home', 'prerequisite_archiweb', 'practice_spring', 'lecture_technical_architecture', 'lecture_software_architecture', 'web_architecture_home', 'prerequisite_archiweb', 'lecture_mvc_spring', 'technical_environment_home', 'web_architecture_home', 'prerequisite_archiweb', 'lecture_dto', 'practice_json', 'lecture_xml', 'technical_environment_home', 'prerequisite_techenv', 'documentation_docker', 'practice_docker', 'technical_environment_home', 'prerequisite_techenv', 'practice_docker', 'web_architecture_home', 'prerequisite_archiweb', 'practice_jpa', 'practice_spring_2tiers', 'documentation_docker', 'practice_spring_2tiers', 'technical_environment_home', 'prerequisite_techenv', 'documentation_programming', 'inversion_of_control', 'prerequisite_techenv', 'prerequisite_data', 'lecture_relational_model', 'web_architecture_home', 'prerequisite_archiweb', 'lecture_software_architecture', 'lecture_jpa', 'practice_jpa', 'lecture_dto', 'prerequisite_archiweb', 'lecture_xml', 'lecture_json', 'web_architecture_home', 'prerequisite_data', 'activity_sql', 'lecture_relational_model', 'lecture_db_integrity', 'practice_spring_2tiers', 'lecture_mvc_spring', 'lecture_jpa', 'web_architecture_home', 'prerequisite_archiweb', 'prerequisite_data', 'lecture_relational_model', 'technical_environment_home', 'documentation_programming', 'web_architecture_home', 'practice_jpa', 'lecture_jpa', 'technical_environment_home', 'documentation_programming', 'inversion_of_control', 'practice_spring', 'documentation_si', 'documentation_rdbms', 'documentation_si', 'documentation_rdbms', 'practice_postgresql', 'documentation_docker', 'practice_docker', 'web_architecture_home', 'prerequisite_archiweb', 'lecture_mvc_spring', 'practice_spring_2tiers', 'lecture_software_architecture', 'practice_jpa', 'practice_spring_2tiers', 'technical_environment_home', 'prerequisite_data', 'lecture_relational_model', 'lecture_db_integrity', 'activity_relational_model', 'prerequisite_data', 'lecture_modeling_normalization', 'web_architecture_home', 'lecture_conceptual_modeling', 'lecture_normalization', 'prerequisite_data', 'activity_conceptual_modeling', 'activity_decomposition', 'lecture_modeling_normalization', 'activity_sql', 'practice_sql', 'practice_sql_correction', 'lecture_transaction', 'practice_jpa', 'web_architecture_home', 'lecture_technical_architecture', 'technical_environment_home', 'lecture_software_architecture', 'lecture_mvc_spring', 'lecture_jpa', 'lecture_dto', 'lecture_xml', 'lecture_json', 'web_architecture_home', 'practice_jpa', 'web_architecture_home', 'prerequisite_archiweb', 'practice_jpa', 'web_architecture_home', 'prerequisite_archiweb', 'practice_jpa', 'web_architecture_home', 'lecture_technical_architecture', 'lecture_software_architecture', 'technical_environment_home', 'documentation_si', 'documentation_rdbms', 'practice_postgresql', 'documentation_programming', 'inversion_of_control', 'spring_bean']"
2437,"['technical_environment_home', 'documentation_docker', 'practice_docker', 'practice_postgresql', 'practice_docker_advanced', 'technical_environment_home', 'practice_docker_advanced', 'practice_docker', 'documentation_si', 'documentation_rdbms', 'practice_postgresql', 'technical_environment_home', 'practice_docker', 'documentation_programming', 'inversion_of_control', 'spring_bean', 'inversion_of_control', 'practice_spring', 'technical_environment_home', 'web_architecture_home', 'lecture_technical_architecture', 'technical_environment_home', 'lecture_software_architecture', 'lecture_mvc_spring', 'lecture_jpa', 'practice_jpa', 'prerequisite_techenv', 'documentation_programming', 'web_architecture_home', 'lecture_technical_architecture', 'practice_docker', 'practice_jpa', 'technical_environment_home', 'practice_docker', 'web_architecture_home', 'practice_jpa', 'lecture_jpa', 'technical_environment_home', 'practice_docker', 'web_architecture_home', 'practice_jpa', 'lecture_dto', 'lecture_xml', 'practice_xml', 'practice_spring_2tiers', 'lecture_mvc_spring', 'lecture_jpa', 'practice_spring_2tiers', 'web_architecture_home', 'practice_jpa', 'web_architecture_home', 'practice_spring_2tiers', 'practice_jpa', 'lecture_relational_model', 'lecture_db_integrity', 'activity_relational_model', 'lecture_db_integrity', 'activity_relational_model', 'lecture_relational_model', 'lecture_modeling_normalization', 'lecture_conceptual_modeling', 'technical_environment_home', 'practice_spring', 'practice_postgresql', 'web_architecture_home', 'lecture_transaction', 'practice_transaction', 'technical_environment_home', 'practice_docker', 'web_architecture_home', 'lecture_technical_architecture', 'lecture_software_architecture', 'lecture_mvc_spring', 'lecture_jpa', 'practice_jpa', 'practice_spring_2tiers', 'practice_postgresql', 'web_architecture_home', 'lecture_mvc_spring', 'lecture_jpa', 'lecture_technical_architecture', 'technical_environment_home', 'web_architecture_home', 'practice_spring_2tiers', 'lecture_technical_architecture', 'lecture_software_architecture', 'practice_docker', 'web_architecture_home', 'lecture_normalization', 'technical_environment_home', 'web_architecture_home', 'documentation_programming', 'practice_spring', 'lecture_jpa', 'practice_jpa', 'practice_spring_2tiers', 'web_architecture_home', 'lecture_technical_architecture', 'lecture_software_architecture', 'web_architecture_home', 'lecture_mvc_spring', 'practice_spring_2tiers', 'lecture_technical_architecture', 'lecture_software_architecture', 'practice_jpa', 'lecture_jpa', 'technical_environment_home', 'documentation_docker', 'practice_docker', 'documentation_programming', 'practice_spring', 'practice_postgresql', 'practice_sql', 'activity_sql']"
2438,"['technical_environment_home', 'prerequisite_techenv', 'technical_environment_home', 'documentation_programming', 'practice_spring', 'documentation_docker', 'practice_docker', 'practice_postgresql', 'practice_docker', 'technical_environment_home', 'prerequisite_techenv', 'documentation_si', 'documentation_rdbms', 'practice_spring', 'technical_environment_home', 'web_architecture_home', 'prerequisite_archiweb', 'practice_json', 'technical_environment_home', 'web_architecture_home', 'prerequisite_archiweb', 'practice_json', 'lecture_json', 'lecture_software_architecture', 'lecture_mvc_spring', 'practice_spring_2tiers', 'web_architecture_home', 'prerequisite_archiweb', 'practice_spring_2tiers', 'web_architecture_home', 'prerequisite_archiweb', 'lecture_jpa', 'practice_jpa', 'technical_environment_home', 'prerequisite_techenv', 'web_architecture_home', 'prerequisite_archiweb', 'practice_jpa', 'lecture_jpa', 'prerequisite_data', 'web_architecture_home', 'prerequisite_archiweb', 'practice_jpa_advanced', 'practice_jpa', 'practice_spring_2tiers', 'activity_relational_model', 'activity_conceptual_modeling', 'lecture_conceptual_modeling', 'activity_normalization', 'activity_normalization_correction', 'activity_relational_model', 'activity_sql', 'practice_sql', 'technical_environment_home', 'web_architecture_home', 'prerequisite_archiweb', 'lecture_software_architecture', 'lecture_mvc_spring', 'practice_spring_2tiers', 'lecture_jpa', 'practice_spring_2tiers_ext', 'technical_environment_home', 'documentation_docker', 'practice_docker', 'practice_docker_advanced', 'documentation_programming', 'practice_spring', 'web_architecture_home', 'lecture_technical_architecture', 'lecture_software_architecture', 'lecture_mvc_spring', 'lecture_jpa', 'practice_jpa', 'prerequisite_data', 'lecture_conceptual_modeling', 'lecture_modeling_normalization', 'lecture_normalization', 'technical_environment_home', 'web_architecture_home', 'prerequisite_archiweb', 'lecture_dto', 'lecture_xml', 'practice_xml', 'lecture_json', 'practice_json', 'lecture_software_architecture', 'prerequisite_data', 'lecture_normalization', 'activity_conceptual_modeling', 'activity_normalization', 'activity_decomposition', 'prerequisite_archiweb', 'practice_jpa', 'web_architecture_home', 'prerequisite_archiweb', 'lecture_jpa', 'practice_jpa_advanced', 'practice_jpa', 'web_architecture_home', 'technical_environment_home', 'practice_docker', 'documentation_docker', 'documentation_si', 'documentation_programming', 'practice_spring', 'inversion_of_control', 'spring_bean', 'documentation_rdbms', 'practice_postgresql', 'lecture_relational_model', 'lecture_db_integrity', 'activity_relational_model', 'lecture_relational_algebra', 'activity_decomposition', 'activity_conceptual_modeling_advanced', 'activity_conceptual_modeling', 'lecture_independence_views', 'lecture_normalization']"
2439,"['technical_environment_home', 'prerequisite_techenv', 'documentation_docker', 'web_architecture_home', 'technical_environment_home', 'documentation_docker', 'practice_docker', 'technical_environment_home', 'web_architecture_home', 'documentation_docker', 'practice_docker', 'practice_postgresql', 'practice_docker_advanced', 'technical_environment_home', 'prerequisite_techenv', 'documentation_programming', 'practice_spring', 'practice_docker', 'practice_spring', 'technical_environment_home', 'practice_spring', 'practice_docker', 'practice_spring', 'web_architecture_home', 'practice_spring', 'practice_postgresql', 'practice_spring', 'documentation_si', 'documentation_rdbms', 'practice_postgresql', 'technical_environment_home', 'practice_spring', 'lecture_relational_model', 'lecture_db_integrity', 'activity_relational_model', 'activity_relational_model_correction', 'lecture_modeling_normalization', 'lecture_conceptual_modeling', 'activity_conceptual_modeling', 'activity_conceptual_modeling_correction', 'lecture_normalization', 'activity_normalization', 'activity_normalization_correction', 'activity_decomposition', 'lecture_normalization', 'activity_normalization', 'activity_normalization_correction', 'activity_decomposition', 'activity_decomposition_correction', 'activity_sql', 'practice_sql', 'web_architecture_home', 'practice_sql_correction', 'lecture_transaction', 'practice_transaction', 'practice_transaction_correction', 'practice_transaction', 'lecture_technical_architecture', 'lecture_software_architecture', 'lecture_mvc_spring', 'web_architecture_home', 'lecture_technical_architecture', 'lecture_software_architecture', 'lecture_mvc_spring', 'lecture_dto', 'lecture_json', 'practice_json', 'lecture_xml', 'prerequisite_data', 'activity_sql', 'practice_transaction', 'lecture_transaction', 'activity_relational_model', 'prerequisite_data', 'lecture_normalization', 'web_architecture_home', 'lecture_technical_architecture', 'lecture_software_architecture', 'lecture_xml', 'lecture_normalization', 'web_architecture_home', 'lecture_mvc_spring', 'web_architecture_home', 'lecture_jpa', 'prerequisite_archiweb', 'practice_jpa_advanced', 'lecture_xpath', 'lecture_validity', 'technical_environment_home', 'prerequisite_techenv', 'documentation_si', 'documentation_rdbms', 'web_architecture_home', 'prerequisite_archiweb', 'practice_spring_2tiers', 'technical_environment_home', 'documentation_si', 'inversion_of_control', 'web_architecture_home', 'prerequisite_data', 'lecture_independence_views', 'prerequisite_data', 'activity_conceptual_modeling_advanced', 'web_architecture_home', 'practice_jpa_advanced', 'practice_spring_2tiers', 'lecture_normalization', 'lecture_conceptual_modeling', 'lecture_relational_model', 'activity_relational_model', 'activity_relational_model_correction', 'lecture_conceptual_modeling', 'lecture_modeling_normalization', 'lecture_normalization', 'lecture_conceptual_modeling', 'technical_environment_home', 'documentation_docker', 'technical_environment_home', 'web_architecture_home', 'lecture_technical_architecture', 'lecture_software_architecture', 'lecture_modeling_normalization', 'practice_docker', 'lecture_conceptual_modeling', 'lecture_relational_model', 'documentation_si', 'documentation_rdbms', 'lecture_mvc_spring', 'practice_spring', 'practice_postgresql', 'technical_environment_home', 'lecture_technical_architecture', 'lecture_db_integrity', 'lecture_normalization', 'prerequisite_techenv', 'documentation_docker', 'lecture_software_architecture', 'lecture_xml', 'lecture_validity', 'lecture_dto']"
2440,"['technical_environment_home', 'prerequisite_techenv', 'documentation_docker', 'practice_docker', 'technical_environment_home', 'prerequisite_techenv', 'documentation_programming', 'inversion_of_control', 'prerequisite_techenv', 'technical_environment_home', 'prerequisite_techenv', 'documentation_programming', 'technical_environment_home', 'practice_spring', 'technical_environment_home', 'prerequisite_techenv', 'practice_postgresql', 'practice_docker', 'practice_spring', 'technical_environment_home', 'prerequisite_techenv', 'practice_postgresql', 'practice_docker', 'technical_environment_home', 'prerequisite_techenv', 'practice_postgresql', 'web_architecture_home', 'prerequisite_archiweb', 'lecture_technical_architecture', 'lecture_software_architecture', 'lecture_mvc_spring', 'prerequisite_techenv', 'practice_spring', 'lecture_jpa', 'lecture_mvc_spring', 'lecture_jpa', 'practice_jpa', 'technical_environment_home', 'web_architecture_home', 'prerequisite_archiweb', 'lecture_technical_architecture', 'practice_jpa', 'practice_spring_2tiers', 'technical_environment_home', 'web_architecture_home', 'prerequisite_archiweb', 'practice_spring_2tiers', 'lecture_dto', 'lecture_xml', 'lecture_validity', 'practice_xml', 'lecture_xpath', 'practice_xml', 'lecture_xml', 'lecture_validity', 'web_architecture_home', 'prerequisite_archiweb', 'lecture_json', 'lecture_dto', 'practice_json', 'technical_environment_home', 'web_architecture_home', 'prerequisite_archiweb', 'practice_json', 'lecture_json', 'practice_xml', 'prerequisite_data', 'lecture_relational_model', 'lecture_db_integrity', 'activity_relational_model', 'technical_environment_home', 'activity_relational_model', 'activity_relational_model_correction', 'prerequisite_data', 'activity_relational_model', 'lecture_modeling_normalization', 'lecture_conceptual_modeling', 'activity_conceptual_modeling', 'activity_conceptual_modeling_correction', 'prerequisite_data', 'activity_conceptual_modeling', 'activity_conceptual_modeling_correction', 'lecture_conceptual_modeling', 'lecture_normalization', 'activity_normalization', 'activity_normalization_correction', 'activity_decomposition', 'web_architecture_home', 'prerequisite_data', 'activity_decomposition', 'prerequisite_archiweb', 'activity_decomposition_correction', 'technical_environment_home', 'prerequisite_data', 'activity_sql', 'activity_sql_correction', 'practice_sql', 'lecture_transaction', 'practice_transaction', 'practice_transaction_correction', 'technical_environment_home', 'practice_transaction', 'lecture_conceptual_modeling', 'activity_conceptual_modeling', 'lecture_normalization', 'activity_normalization', 'activity_normalization_correction', 'lecture_db_integrity', 'activity_relational_model', 'web_architecture_home', 'prerequisite_archiweb', 'lecture_json', 'practice_json', 'lecture_dto', 'lecture_xml', 'prerequisite_techenv', 'web_architecture_home', 'prerequisite_archiweb', 'lecture_technical_architecture', 'lecture_software_architecture', 'lecture_mvc_spring', 'lecture_jpa', 'practice_jpa', 'practice_spring_2tiers', 'lecture_dto', 'lecture_xml', 'lecture_validity', 'practice_xml', 'lecture_json', 'practice_json', 'prerequisite_data', 'lecture_relational_model', 'lecture_db_integrity', 'activity_relational_model', 'lecture_modeling_normalization', 'lecture_conceptual_modeling', 'activity_conceptual_modeling', 'activity_decomposition', 'activity_decomposition_correction', 'activity_sql', 'activity_sql_correction', 'practice_sql', 'lecture_transaction', 'practice_transaction', 'technical_environment_home', 'activity_sql', 'practice_xml', 'lecture_transaction', 'practice_transaction', 'lecture_mvc_spring', 'lecture_relational_algebra', 'technical_environment_home', 'prerequisite_techenv', 'documentation_si', 'inversion_of_control', 'web_architecture_home', 'spring_bean', 'documentation_rdbms', 'practice_docker_advanced', 'prerequisite_archiweb', 'practice_jpa_advanced', 'technical_environment_home', 'prerequisite_data', 'lecture_normalization', 'lecture_conceptual_modeling', 'lecture_independence_views', 'activity_conceptual_modeling', 'activity_conceptual_modeling_advanced', 'activity_normalization', 'activity_decomposition', 'lecture_relational_algebra', 'lecture_isolation', 'lecture_indexation', 'practice_isolation', 'practice_indexation', 'web_architecture_home', 'prerequisite_archiweb', 'practice_jpa_advanced', 'technical_environment_home', 'web_architecture_home', 'prerequisite_archiweb', 'practice_spring_2tiers_ext', 'web_architecture_home', 'prerequisite_archiweb', 'lecture_technical_architecture', 'lecture_software_architecture', 'practice_spring_2tiers', 'technical_environment_home', 'prerequisite_data', 'lecture_conceptual_modeling', 'lecture_modeling_normalization', 'lecture_normalization', 'activity_conceptual_modeling', 'activity_normalization', 'technical_environment_home']"
2441,"['technical_environment_home', 'documentation_docker', 'practice_docker', 'technical_environment_home', 'practice_docker', 'practice_postgresql', 'practice_spring', 'practice_postgresql', 'documentation_si', 'documentation_programming', 'inversion_of_control', 'spring_bean', 'web_architecture_home', 'lecture_technical_architecture', 'practice_spring_2tiers', 'web_architecture_home', 'lecture_technical_architecture', 'lecture_software_architecture', 'lecture_mvc_spring', 'practice_jpa', 'technical_environment_home', 'practice_docker', 'lecture_jpa', 'web_architecture_home', 'practice_jpa_advanced', 'web_architecture_home', 'practice_spring_2tiers', 'practice_jpa', 'practice_jpa_advanced', 'web_architecture_home', 'practice_spring_2tiers', 'lecture_dto', 'lecture_xml', 'practice_xml', 'lecture_jaxb', 'practice_jpa', 'web_architecture_home', 'practice_spring_2tiers', 'practice_jpa', 'lecture_xml', 'practice_xml', 'lecture_dto', 'lecture_json', 'activity_relational_model', 'activity_conceptual_modeling', 'practice_sql', 'practice_json', 'practice_apis', 'practice_json', 'practice_jpa', 'lecture_technical_architecture', 'practice_schema_xml', 'practice_json', 'web_architecture_home', 'practice_xml', 'lecture_json', 'practice_json', 'lecture_relational_model', 'lecture_db_integrity', 'activity_relational_model', 'lecture_modeling_normalization', 'lecture_conceptual_modeling', 'technical_environment_home', 'practice_sql', 'lecture_modeling_normalization', 'lecture_relational_model', 'technical_environment_home', 'web_architecture_home', 'lecture_technical_architecture', 'lecture_software_architecture', 'lecture_mvc_spring', 'web_architecture_home', 'practice_jpa', 'lecture_xml', 'lecture_dto', 'practice_xml', 'practice_json', 'practice_jpa', 'lecture_dto', 'practice_xml', 'activity_relational_model', 'activity_conceptual_modeling', 'activity_normalization', 'web_architecture_home', 'practice_spring_2tiers', 'practice_jpa', 'web_architecture_home', 'lecture_jpa', 'practice_spring_2tiers', 'lecture_normalization']"
2442,"['technical_environment_home', 'prerequisite_techenv', 'documentation_docker', 'practice_docker', 'practice_postgresql', 'documentation_programming', 'practice_spring', 'technical_environment_home', 'prerequisite_techenv', 'practice_spring', 'web_architecture_home', 'prerequisite_archiweb', 'lecture_technical_architecture', 'web_architecture_home', 'lecture_software_architecture', 'lecture_mvc_spring', 'practice_spring_2tiers', 'technical_environment_home', 'documentation_programming', 'practice_spring', 'practice_docker', 'web_architecture_home', 'prerequisite_archiweb', 'practice_spring_2tiers', 'technical_environment_home', 'prerequisite_techenv', 'practice_docker', 'web_architecture_home', 'prerequisite_archiweb', 'practice_spring_2tiers', 'lecture_jpa', 'practice_jpa', 'web_architecture_home', 'prerequisite_archiweb', 'practice_jpa', 'lecture_dto', 'lecture_xml', 'lecture_validity', 'practice_xml', 'web_architecture_home', 'prerequisite_archiweb', 'practice_xml', 'lecture_json', 'practice_json', 'lecture_dto', 'prerequisite_data', 'lecture_relational_model', 'lecture_db_integrity', 'activity_relational_model', 'web_architecture_home', 'prerequisite_archiweb', 'prerequisite_data', 'activity_relational_model', 'activity_relational_model_correction', 'lecture_modeling_normalization', 'lecture_conceptual_modeling', 'activity_conceptual_modeling', 'activity_conceptual_modeling_correction', 'lecture_normalization', 'activity_normalization', 'activity_normalization_correction', 'prerequisite_data', 'web_architecture_home', 'prerequisite_archiweb', 'activity_sql', 'technical_environment_home', 'practice_postgresql', 'activity_sql_correction', 'activity_conceptual_modeling', 'practice_jpa', 'practice_sql', 'practice_sql_correction', 'web_architecture_home', 'prerequisite_archiweb', 'lecture_technical_architecture', 'lecture_software_architecture', 'lecture_mvc_spring', 'lecture_jpa', 'lecture_xml', 'lecture_validity', 'lecture_json', 'practice_xml', 'prerequisite_data', 'lecture_relational_model', 'lecture_db_integrity', 'lecture_modeling_normalization', 'lecture_conceptual_modeling', 'lecture_normalization', 'activity_decomposition', 'activity_decomposition_correction', 'activity_sql', 'lecture_transaction', 'practice_transaction', 'activity_normalization', 'activity_normalization_correction', 'prerequisite_data', 'lecture_conceptual_modeling', 'practice_sql', 'practice_sql_correction', 'web_architecture_home', 'prerequisite_archiweb', 'prerequisite_data', 'activity_conceptual_modeling', 'lecture_conceptual_modeling', 'activity_conceptual_modeling_correction', 'practice_transaction', 'lecture_transaction', 'activity_sql', 'lecture_technical_architecture', 'lecture_modeling_normalization', 'technical_environment_home', 'lecture_independence_views', 'practice_independence_views', 'web_architecture_home', 'prerequisite_archiweb', 'prerequisite_data', 'practice_jpa_advanced', 'web_architecture_home', 'prerequisite_archiweb', 'practice_spring_2tiers_ext', 'technical_environment_home', 'prerequisite_data', 'lecture_normalization', 'activity_normalization', 'activity_decomposition', 'lecture_independence_views']"
2443,"['technical_environment_home', 'documentation_docker', 'practice_docker', 'practice_docker_advanced', 'documentation_si', 'documentation_rdbms', 'practice_postgresql', 'documentation_programming', 'inversion_of_control', 'spring_bean', 'practice_spring', 'web_architecture_home', 'lecture_mvc_spring', 'lecture_transaction', 'technical_environment_home', 'web_architecture_home', 'lecture_technical_architecture', 'lecture_software_architecture', 'lecture_mvc_spring', 'technical_environment_home', 'practice_docker', 'technical_environment_home', 'practice_docker', 'web_architecture_home', 'lecture_relational_model', 'lecture_transaction', 'lecture_isolation', 'lecture_mvc_spring', 'lecture_jpa', 'practice_jpa', 'practice_spring', 'practice_spring_2tiers', 'web_architecture_home', 'practice_spring_2tiers', 'prerequisite_data', 'lecture_conceptual_modeling', 'lecture_normalization', 'lecture_conceptual_modeling', 'activity_conceptual_modeling', 'activity_conceptual_modeling_correction', 'lecture_normalization', 'activity_normalization', 'activity_normalization_correction', 'activity_normalization', 'activity_decomposition', 'activity_normalization_correction', 'activity_normalization', 'activity_decomposition', 'technical_environment_home', 'lecture_transaction', 'practice_transaction', 'technical_environment_home', 'documentation_programming', 'practice_spring', 'lecture_db_tools', 'web_architecture_home', 'lecture_xml', 'lecture_jaxb', 'practice_xml', 'lecture_json', 'technical_environment_home', 'web_architecture_home', 'prerequisite_archiweb', 'prerequisite_data', 'lecture_conceptual_modeling', 'activity_conceptual_modeling', 'lecture_normalization', 'activity_normalization', 'activity_normalization_correction', 'technical_environment_home', 'documentation_si', 'practice_postgresql', 'documentation_rdbms', 'prerequisite_data', 'lecture_conceptual_modeling', 'technical_environment_home', 'documentation_programming', 'inversion_of_control', 'prerequisite_techenv', 'documentation_docker', 'practice_spring', 'practice_docker', 'technical_environment_home', 'lecture_db_tools', 'activity_relational_model', 'activity_decomposition', 'activity_normalization', 'lecture_normalization', 'web_architecture_home', 'practice_jpa', 'practice_jpa_advanced', 'web_architecture_home', 'practice_spring_2tiers_ext', 'technical_environment_home', 'documentation_docker', 'practice_docker', 'technical_environment_home', 'documentation_docker', 'practice_docker', 'web_architecture_home', 'lecture_software_architecture', 'practice_spring_2tiers_ext', 'technical_environment_home', 'practice_docker_advanced', 'practice_docker', 'practice_docker_advanced', 'practice_docker', 'lecture_mvc_spring', 'lecture_normalization', 'activity_normalization', 'activity_decomposition', 'activity_normalization', 'activity_normalization_correction', 'lecture_conceptual_modeling', 'lecture_normalization']"
2444,"['technical_environment_home', 'documentation_docker', 'practice_docker', 'practice_postgresql', 'documentation_programming', 'practice_spring', 'technical_environment_home', 'practice_spring', 'technical_environment_home', 'documentation_docker', 'practice_docker', 'documentation_si', 'documentation_rdbms', 'documentation_programming', 'inversion_of_control', 'spring_bean', 'practice_spring', 'practice_postgresql', 'technical_environment_home', 'web_architecture_home', 'technical_environment_home', 'lecture_relational_model', 'lecture_db_integrity', 'lecture_relational_algebra', 'activity_relational_model', 'lecture_modeling_normalization', 'lecture_conceptual_modeling', 'lecture_normalization', 'web_architecture_home', 'lecture_modeling_normalization', 'lecture_conceptual_modeling', 'lecture_normalization', 'activity_conceptual_modeling', 'activity_conceptual_modeling_correction', 'activity_conceptual_modeling', 'activity_normalization', 'activity_decomposition', 'activity_normalization', 'activity_sql', 'activity_decomposition', 'activity_sql', 'activity_sql_correction', 'practice_sql', 'web_architecture_home', 'practice_sql', 'technical_environment_home', 'practice_docker', 'practice_postgresql', 'activity_sql', 'practice_sql', 'prerequisite_data', 'lecture_normalization', 'activity_sql_correction', 'practice_sql_correction', 'lecture_transaction', 'practice_sql', 'lecture_transaction', 'practice_transaction', 'practice_transaction_correction', 'web_architecture_home', 'lecture_technical_architecture', 'technical_environment_home', 'web_architecture_home', 'lecture_technical_architecture', 'web_architecture_home', 'lecture_mvc_spring', 'lecture_technical_architecture', 'lecture_software_architecture', 'practice_jpa', 'lecture_jpa', 'web_architecture_home', 'lecture_jpa', 'lecture_mvc_spring', 'practice_jpa', 'lecture_technical_architecture', 'lecture_software_architecture', 'technical_environment_home', 'web_architecture_home', 'lecture_jpa', 'practice_jpa', 'technical_environment_home', 'practice_docker', 'documentation_programming', 'practice_spring', 'practice_spring_2tiers', 'lecture_mvc_spring', 'practice_jpa_advanced', 'technical_environment_home', 'lecture_normalization']"
2445,"['technical_environment_home', 'prerequisite_techenv', 'technical_environment_home', 'web_architecture_home', 'documentation_docker', 'practice_docker', 'technical_environment_home', 'documentation_docker', 'practice_docker', 'practice_docker_advanced', 'documentation_si', 'documentation_rdbms', 'practice_postgresql', 'documentation_programming', 'inversion_of_control', 'spring_bean', 'practice_spring', 'technical_environment_home', 'practice_spring', 'documentation_programming', 'documentation_docker', 'web_architecture_home', 'lecture_relational_model', 'lecture_db_integrity', 'activity_relational_model', 'activity_relational_model_correction', 'lecture_normalization', 'activity_conceptual_modeling', 'activity_normalization', 'activity_sql', 'practice_sql', 'lecture_transaction', 'web_architecture_home', 'lecture_technical_architecture', 'lecture_software_architecture', 'lecture_mvc_spring', 'practice_jpa', 'web_architecture_home', 'lecture_jpa', 'web_architecture_home', 'practice_jpa', 'web_architecture_home', 'practice_jpa', 'web_architecture_home', 'practice_jpa', 'practice_spring_2tiers', 'lecture_dto', 'lecture_xml', 'practice_xml', 'lecture_normalization', 'lecture_conceptual_modeling', 'lecture_normalization', 'web_architecture_home', 'lecture_json', 'practice_json', 'practice_spring_2tiers', 'web_architecture_home', 'practice_jpa', 'web_architecture_home', 'prerequisite_archiweb', 'practice_spring_2tiers', 'practice_jpa', 'web_architecture_home', 'practice_spring_2tiers', 'web_architecture_home', 'practice_spring_2tiers', 'web_architecture_home', 'practice_spring_2tiers', 'web_architecture_home', 'practice_spring_2tiers', 'activity_normalization', 'activity_decomposition', 'lecture_normalization']"
